SYMBOL,SECTOR
PIONDIST,breweriesdistilleries
PEL,pharmaceuticals
PIRGLASS,glassglassproducts
PPLPHARMA,pharmaceuticalsdrugs
PIRPHYTO,pharmaceuticals
PITTIENG,engineering
PIXTRANS,rubber
PLASTIBLEN,plastics
PLETHICO,pharmaceuticals
PNB,bankspublicsector
PNBGILTS,financeinvestments
PNBHOUSING,financehousing
PNCINFRA,constructioncontractingrealestate
PNEUMATIC,financeinvestments
POCHIRAJU,miscellaneous
PODDARHOUS,poddarhousing
PODDARMENT,dyespigments
POKARNA,ceramicsgranite
POLARIS,computerssoftware
POLYMED,hospitalsmedicalservices
POLYCAB,cablespowerothers
POLYCHEM,petrochemicals
POLYPLEX,packaging
PONDYOXIDE,chemicals
PONNIERODE,sugar
POONAWALLA,poonawallafin
PIGL,electricequipment
PFC,financetermlendinginstitutions
POWERGRID,powergenerationdistribution
POWERMECH,infrastructuregeneral
PGINVIT,miscellaneous
PPAP,autoancillaries
PPL,miscellaneous
PRABHAT,foodprocessing
ELECTROSL,steelmediumsmall
PRADIP,textilesweaving
PRAGBOSIMI,textilesmanmade
PRAJIND,engineeringheavy
PRAENG,constructioncontractinghousing
PRAKASH,diversified
PRAKASHSTL,steeltubespipes
DIAMONDYD,foodprocessing
PRATIBHA,constructioncontractingcivil
PRAXIS,retail
PRAXIS-RE,retailing
PRECAM,autoancillaries
PRECISION,trading
PRECWIRE,metalsnonferrous
PRECOT,precot
PRIMESECU,engineering
PREMEXPLN,chemicals
PREMIERPOL,plastics
PRESSMN,pressmanadvt
PRESTIGE,constructioncontractingrealestate
PRICOLLTD,autoancillaries
PRICOL-RE,autoancillaries
PFOCUS,mediaentertainment
PRIMESECU,financeinvestments
PRINCEPIPE,plasticstubespipeshosesfittings
PRSMJOHNSN,cementmajor
PRITHVISOF,computerssoftwaretraining
PRITHVI,computerssoftwaremediumsmall
PRITI,diversified
PRITIKAUTO,miscellaneous
PNC,mediaentertainment
PRIVISCL,chemicals
PRIYADYES,trading
PSMSPGMILL,textilesspinningsyntheticblended
PGHL,pharmaceuticals
PROLIFE,miscellaneous
PROVOGE,retail
PROZONINTU,constructioncontractingrealestate
PRUDENT,financeinvestment
PSL,steeltubespipes
PSPPROJECT,constructioncontractingrealestate
PTC,trading
PFS,financetermlendinginstitutions
PTL,tyres
3PLAND,paper
PDMJEPAPER,paper
PULZ,miscellaneous
PUNALKALI,chemicals
PUNJCOMMU,telecommunicationsequipment
PUNJLLOYD,infrastructuregeneral
PUNJABWOOL,textileswoollenworsted
PSB,bankspublicsector
PUNJABCHEM,chemicals
PURVA,constructioncontractingrealestate
PVP,constructioncontractingrealestate
PVR,mediaentertainment
QMSMEDI,medicalequipmentsuppliesaccessories
QNIFTY,qnifty
QUADPRO,itservicesconsulting
QGOLDHALF,quantumgold
QUESS,engineering
QUICKHEAL,computerssoftware
QUINTEGRA,computerssoftwaremediumsmall
RELBANK,financeinvestments
RELGOLD,retfgold
RELNIFTY,retfniftyb
RMDRIP,diversified
RSYSTEMS,computerssoftwaremediumsmall
RILINFRA,infrastructure
RADAAN,mediaentertainment
RMCL,packaging
RADHIKAJWE,diamondcuttingjewellerypreciousmetals
RADICO,breweriesdistilleries
RVNL,miscellaneous
RAILTEL,telecommunicationsservices
RAIN,cementmajor
RAINBOW,hospitalhealthcareservices
RAINBOWPAP,paper
ROML,edibleoilssolventextraction
RAJRILTD,textilesprocessing
RAJTV,mediaentertainment
RAJPALAYAM,textilesspinningcottonblended
RAJASPETRO,textilesmanmade
ARENTERP,ceramicsgranite
RAJESHEXPO,diamondcuttingjewellerypreciousmetals
RAJMET,rajnandinimeta
RAJRATAN,autoancillaries
RPPL,rajshreepolypa
RAJSREESUG,sugar
RAJVIR,textilesspinningsyntheticblended
RALLIS,pesticidesagrochemicals
RAMRAT,metalsnonferrous
RAMAPETRO,petrochemicals
RAMAPHO,fertilisers
RAMASTEEL,steelmediumsmall
RAMAVISION,electricals
RAMCOCEM,cementmajor
RAMCOSYS,computerssoftware
RAMCOIND,cementproductsbuildingmaterials
RAMGOPOLY,textilesprocessing
RKFORGE,castingsforgings
RAMKY,constructioncontractingcivil
RAMSARUP,steelmediumsmall
RANASUG,sugar
RANBAXY,pharmaceuticals
RBL,autoancillaries
RANEENGINE,autoancillaries
RANEHOLDIN,autoancillaries
RML,autoancillaries
RANKLIN,computerssoftwaremediumsmall
RCF,fertilisers
RASOYPR,edibleoilssolventextraction
RATEGAIN,software
RATNAMANI,steeltubespipes
RTNPOWER,powergenerationdistribution
RTNINDIA,rattanindiaent
RAVALSUGAR,foodprocessing
RKDL,breweriesdistilleries
RVHL,constructionrealestate
RAYMOND,textileswoollenworsted
RBLBANK,banksprivatesector
RECLTD,financetermlendinginstitutions
REDINGTON,computershardware
REFEX,chemicals
REGENCERAM,ceramicsgranite
REIAGROLTD,foodprocessing
REISIXTEN,retail
RELCAPITAL,financeinvestments
RIIL,infrastructuregeneral
RELAXO,leatherproducts
RELIABLE,diversified
RELIANCE,refineries
RBN,mediaentertainment
RELCHEMQ,textilesspinningsyntheticblended
RCOM,telecommunicationsservice
RHFL,financehousing
RELINFRA,powergenerationdistribution
RELMEDIA,mediaentertainment
RNAVAL,shipping
RPOWER,powergenerationdistribution
RELIGARE,financeinvestments
REMSONSIND,autoancillaries
RGL,diamondcuttingjewellerypreciousmetals
REPCOHOME,financehousing
REPRO,printingstationery
RESPONIND,constructioncontractingcivil
RBA,restaurantbran
RMMIL,miningminerals
REVATHI,compressors
REXPIPES,cables
RHIM,cementproductsbuildingmaterials
ALBRMORARJ,chemicals
RICHA,software
RICOAUTO,autoancillaries
RELIANCEP1,diversified
RIS,financegeneral
RISHIPACK,packaging
RITCO,transportlogistics
RITEZONE,miscellaneous
RITES,diversified
RKEC,constructioninfrastructure
ROHITFERRO,miningminerals
ROLEXRINGS,metalscastingsforgings
ROLLT,packaging
ROLTA,computerssoftware
ROSSARI,specialitychemicals
ROSSELLIND,plantationsteacoffee
ROTO,pumps
ROUTE,itservicesconsulting
ROYALCUSHN,plastics
ROHLTD,hotels
RPGLIFE,pharmaceuticals
RPPINFRPP,constructioninfrastructure
RPPINFRA,constructioncontractingcivil
RPP-RE,otherconstructionmaterials
RPSGVENT,miscellaneous
RSSOFTWARE,computerssoftwaremediumsmall
RSWM,textilesspinningsyntheticblended
RUBFILINTL,rubber
RUBYMILLS,textilescompositemills
RUCHINFRA,edibleoilssolventextraction
RUCHIRA,paper
REPL,infrastructure
RUPA,textileshosieryknitwear
RUSHIL-RE,miscellaneous
RUSHIL,rushildecor
RUSHILPP,miscellaneous
RUSTOMJEE,miscellaneous
SCHAND,printingstationery
SEPOWER,powergenerationdistribution
SHK,chemicals
SKUMARSYNF,textilessyntheticsilk
SPAL,textilesgeneral
SSINFRA,miscellaneous
SABEVENTS,mediaentertainment
SABAR,packagingpackagingmaterials
SABERORGAN,pesticidesagrochemicals
SADBHAV,infrastructuregeneral
SADBHIN,infrastructuregeneral
SAFARI,safariind
SAGCEM,cementmini
SAGARDEEP,metalsnonferrous
SAIL,steellarge
SAKAR,pharmaceuticalsdrugs
SAKSOFT,computerssoftware
SAKTHIFIN,financeleasinghirepurchase
SAKHTISUG,sugar
SALSTEEL,steelmediumsmall
SECL,otherconstructionmaterials
SALASAR,engineering
SALONA,textilesspinningcottonblended
SALORAINTL,consumergoodselectronic
SALZERELEC,electricequipment
SAMINDUS,edibleoilssolventextraction
SAMBANDAM,textilesspinningcottonblended
SAMBHAAV,printingstationery
SAMTELTD,electricals
SAMTEL,electricals
BAKELHYLAM,miscellaneous
SANCO,plastics
SANDESH,sandesh
SANDHAR,autoancillaries
S&SPOWER,electricequipment
SANGAMIND,textilesspinningsyntheticblended
SANGHIIND,cementproductsbuildingmaterials
SANGHVIFOR,castingsforgings
SANGHVIMOV,engineeringheavy
SANGINITA,chemicals
SANOFI,pharmaceuticals
SANSERA,autoancillariesothers
SANWARIA,personalcare
SAPPHIRE,hotelresortrestaurants
SARDAEN,steelspongeiron
SAREGAMA,mediaentertainment
SARLAPOLY,textilesprocessing
SARTHAKIND,sarthakind
SMLT,miningminerals
SARVESHWAR,foodprocessing
SASKEN,computerssoftware
SASTASUNDR,financegeneral
SATIA,paper
SATINPP1,satincredipp1
SATIN,satincredit
SATINPP,satincreditcar
SATHAISPAT,steelpigiron
SAURASHCEM,cementmajor
SAVERA,hotels
SOTL,petrochemicals
SAYAJIHOTL,hotels
SB&TINTL,diamondcuttingjewellerypreciousmetals
SBC,diversified
SBIN,bankspublicsector
SBICARD,sbicard
SETF10GILT,financeinvestments
SETFNIFBK,sbietfbanking
SBIETFIT,etf
SETFNN50,sbietfjunior
SBIETFPB,sbietfpvtban
SETFGOLD,sbigoldetf
SBILIFE,sbilifeinsura
SETFNIF50,sbietfnifty
SBIETFQLTY,miscellaneous
SCHAEFFLER,bearings
SCHNEIDER,powergenerationdistribution
SDBL-RE,diamondjewellery
SDL24BEES,sdl24bees
SDL26BEES,sdl26bees
SEAMECLTD,shipping
SECURCRED,diversified
SECURKLOUD,computerssoftware
SEJAL,glassglassproducts
SAKUMA,miscellaneous
SELMC,textilesgeneral
SELAN,oildrillingandexploration
SENSEXBEES,sensexbees
SEPC,sepc
SEQUENT,pharmaceuticals
SERVALL,paper
SERVOTECH,electricals
SESHAPAPER,paper
SETCO,autoancillaries
SETUINFRA,constructioncontractingcivil
SEYAIND,chemicals
SGB202108,financeinvestment
SGB212205,financeinvestment
SGBAPR28I,sgbapr28i
SGBAUG24,financeinvestments
SGBAUG27,sgbaug27
SGBAUG28V,sgbaug28v
SGBAUG29V,sgbaug29v
SGBDC27VII,sgbdc27vii
SGBDEC25,sgbdec25
SGBDEC2512,sgbdec2512
SGBDEC2513,sgbdec2513
SGBDEC25XI,sgbdec25xi
SGBDEC26,sgbdec26
SGBD29VIII,financeinvestment
SGBFEB24,financeinvestments
SGBFEB27,sgbfeb27
SGBFEB28IX,sgbfeb28ix
SGBFEB29XI,sgbfeb29xi
SGBJ28VIII,sgbj28viii
SGBJAN26,sgbjan26
SGBJAN27,sgbjan27
SGBJAN29IX,sgbjan29ix
SGBJAN29X,sgbjan29x
SGBJAN30IX,financeinvestment
SGBJU29III,sgbju29iii
SGBJUL25,financeinvestments
SGBJUL27,sgbjul27
SGBJUL28IV,sgbjul28iv
SGBJUL29IV,sgbjul29iv
SGBJUN27,sgbjun27
SGBJUN28,sgbjun28
SGBJUN29II,financeinvestment
SGBJUN30,financeinvestment
SGBMAR24,financeinvestments
SGBMAR25,financegeneral
SGBMAR28X,sgbmar28x
SGBMAR30X,sgbmar30x
SGBMAY25,financeinvestments
SGBMAY26,sgbmay26
SGBMAY28,sgbmay28
SGBMAY29I,financeinvestment
SGBMR29XII,sgbmr29xii
SGBN28VIII,sgbn28viii
SGBNOV23,financeinvestments
SGBNOV24,financeinvestments
SGBNOV25,sgbnov25
SGBNOV258,sgbnov258
SGBNOV25IX,sgbnov25ix
SGBNOV25VI,sgbnov25vi
SGBNOV26,sgbnov26
SGBNV29VII,financeinvestment
SGBOC28VII,sgboc28vii
SGBOCT25,sgboct25
SGBOCT25IV,financeinvestments
SGBOCT25V,sgboct25v
SGBOCT26,sgboct26
SGBOCT27,sgboct27
SGBOCT27VI,sgboct27vi
SGBSEP24,financeinvestments
SGBSEP27,sgbsep27
SGBSEP28VI,sgbsep28vi
SGBSEP29VI,sgbsep29vi
SHAHALLOYS,steelmediumsmall
SHAILY,trading
SHAIVAL,constructioncontractingcivil
SHAKTIPUMP,pumps
SHALBY,hospitalsmedicalservices
SHALPAINTS,paintsvarnishes
SHANKARA,miscellaneous
SHANTIGEAR,autoancillaries
SHANTI,miscellaneous
SHARTSEFOD,aquaculture
SHARDACROP,pesticidesagrochemicals
SHARDAMOTR,autoancillaries
SHRIYAMSEC,financeinvestments
SHAREINDIA,diversified
SHARIABEES,shariabees
SHARONBIO,pharmaceuticals
KALYANISHP,consumergoodselectronic
SHASUNPHAR,pharmaceuticals
SFL,miscellaneous
SCPL,foodprocessing
SPYL,textilesmanmade
SHEMAROO,mediaentertainment
SHETRON,packaging
SHIGAN,autoancillaries
SHILPAMED,pharmaceuticals
SHILPI,cablestelephone
SCI,shipping
SHIRPUR-G,miningminerals
SHIVAUM,ironsteel
SHIVAMILLS,textilesgeneral
SHIVATEX,textilesspinningcottonblended
SBCL,steelmediumsmall
SHIVALIK,shivalikrasa
SHIVAMAUTO,autoancillaries
SHIVAM-RE,autoancillaries
SHOPER-RE,retailing
SHOPERSTOP,retail
SHRADHA,constructioncontractingrealestate
SHREECEM,cementmajor
SHREDIGCEM,cementmajor
SGJHL,diamondcuttingjewellerypreciousmetals
SHPRE,steelgpgcsheets
SHREEPUSHK,chemicals
SHRERAJSYN,textilesspinningsyntheticblended
SRPL,diversified
RAMANEWS,paper
RENUKA,sugar
TIRUPATI,diversified
SVLL,transportlogistics
OSWALSEEDS,pesticidesagrochemicals
SHRENIK,miscellaneous
SHRENUJ,diamondcuttingjewellerypreciousmetals
SHREYANIND,paper
SHREYAS,shipping
ASTERSILI,chemicals
SHRIDINESH,textileswoollenworsted
SHLAKSHMI,textilesprocessing
SRIRAM,consumergoodselectronic
SHREERAMA,packaging
SHRIRAMCIT,financeleasinghirepurchase
SHRIPISTON,autoancillaries
SHRIRAMPPS,constructionresidentialcommercialcomplexes
SRTRANS-RE,financeleasinghirepurchase
SRTRANSFIN,financeleasinghirepurchase
PEERABASAN,constructioncontractingrealestate
SHUBHLAXMI,shubhlaxmi
SHUKRADIAM,diamondcuttingjewellerypreciousmetals
SHYAMCENT,miningminerals
SHYAMMETL,ironsteel
SHYAMTEL,telecommunicationsequipment
SICAGEN,trading
SICAL,transportlogistics
SIDDHATUBE,steeltubespipes
SIDDHIKA,miscellaneous
SIEMENS,infrastructuregeneral
SIGACHI,pharmaceuticalsdrugs
SIGMA,itservicesconsulting
SIGIND,financeinvestments
SIKKO,miscellaneous
SILINV,financeinvestments
SILGO,silgoretail
PRASGLOFIN,computerssoftwaremediumsmall
SILLYMONKS,mediaentertainment
SILVERTUC,computerssoftware
SILVERBEES,silverbees
SIMBHALS,sugar
SIMPLEXCAS,castingsforgings
SIMPLEXINF,constructioncontractingcivil
SIMPLEX,constructioncontractingcivil
SINGER,trading
SINTERCOM,castingsforgings
SINTEX,diversified
SPTL,plastics
SIRCA,paintsvarnishes
SIRPAPER,paper
SIS,miscellaneous
SITASHREE,foodprocessing
SITINET,mediaentertainment
SIYSIL,textilesweaving
ABJJ20U,miscellaneous
SJS,sjsenterprises
SJVN,powergenerationdistribution
SKFINDIA,bearings
SKIL,infrastructuregeneral
SKIPPER,engineering
SKMEGGPROD,foodprocessing
SKP,diversified
SKSTEXTILE,textilesgeneral
SMARTLINK,computershardware
SMCGLOBAL,financeinvestment
SMLISUZU,autolcvshcvs
SMSLIFE,miscellaneous
SMSPHARMA,pharmaceuticals
SMVD,containerspackaging
SNOWMAN,transportlogistics
SNXT50BEES,snxt50bees
SOBHA,constructioncontractingrealestate
SOFTTECH,computerssoftware
SOFTTECHGR,computerssoftwaretraining
SOLARINDS,chemicals
SOLARA,pharmaceuticals
SOLEX,miscellaneous
SOMDUTTFIN,financeleasinghirepurchase
SDBL,breweriesdistilleries
SOMATEX,textilescompositemills
SOMANYCERA,ceramicsgranite
SOMICONVEY,rubber
SONACOMS,autoancillariescastingsforgings
SONAHISONA,gold
SONAMCLOCK,miscellaneous
SONATSOFTW,computerssoftwaremediumsmall
SONUINFRA,constructionresidentialcommercialcomplexes
SORILINFRA,textilesreadymadeapparels
SIPAPER,paper
SOUTHBANK,banksprivatesector
SOUTHWEST,diversified
SOUISPAT,steelrolling
SPRL,refractories
SPCENET,spacenetent
SPANCO,computerssoftwaremediumsmall
SPANDANA,spandanasphoor
SPECIALITY,hotels
SPECTACLE,financeinvestments
SPECTRUM,spectrumelectr
SPICELEC,computershardware
SPENCERS,miscellaneous
SPENCER-RE,miscellaneous
SPENTEX,textilesspinningcottonblended
ADROITINFO,computerssoftware
SPIC,fertilisers
SPICEJET,transportlogistics
SPLIL,textilesreadymadeapparels
SMPL,steelrolling
SPMLINFRA,constructioncontractingcivil
SPORTKING,textilesspinningsyntheticblended
SRHHYPOLTD,chemicals
SREEL,leatherproducts
SREINFRA,financeleasinghirepurchase
SRF,diversified
SABTN,mediaentertainment
HAVISHA,miscellaneous
SRIPIPES,steelpigiron
SRSLTD,diamondcuttingjewellerypreciousmetals
SCAPDVR,financeinvestment
STAMPEDE,financeinvestments
STAN,banksprivatesector
STANDRDBAT,autoancillaries
SIL,chemicals
STARCEMENT,cementmajor
STARHEALTH,diversified
STARPAPER,paper
ABGHEAVY,transportlogistics
STARTECK,financeinvestments
SBBJ,bankspublicsector
MYSOREBANK,bankspublicsector
SBT,bankspublicsector
STCINDIA,trading
STEELCITY,miscellaneous
STEELXIND,steellarge
SSWL,autoancillaries
STEELCAS,castingsforgings
STEELCOGUJ,steelcrhrstrips
STEL,financeinvestments
STERLINBIO,pharmaceuticals
STERLINHOL,hotels
STERTOOLS,fasteners
SWSOLAR,sterlingwilson
STLTECH,cablestelephone
STINDIA,textilesspinningcottonblended
SGL,textilesgeneral
STOVEKRAFT,domesticappliances
STAR,pharmaceuticals
STYLAMIND,miscellaneous
SUASHDIMON,diamondcuttingjewellerypreciousmetals
SUBCAPCITY,financeinvestments
SUBEXLTD,subex
SUBROS,autoancillaries
SUDAR,textilesgeneral
SUDARSCHEM,dyespigments
SUJANAUNI,domesticappliances
SUKHJITS,miscellaneous
SUMEETINDS,textilesmanmade
SUMIT,sumitwoods
SUMICHEM,sumitomo
SUMMITSEC,financeinvestments
SUNPHARMA,pharmaceuticals
SPARC,pharmaceuticals
SUNTV,mediaentertainment
SUNDARMHLD,financegeneral
SUNDRMBRAK,autoancillaries
SUNDARMFIN,financeleasinghirepurchase
SFHL-RE,financeinvestment
SUNDARAM,printingstationery
SUNCLAYLTD,autoancillaries
SUNDRMFAST,fasteners
SUNFLAG,steelrolling
SUNILHITEC,powertransmissionequipment
SUNTECK,constructioncontractingrealestate
SUPER,textilesspinningcottonblended
SUPERSPIN,textilesspinningcottonblended
SUPERHOUSE,leatherproducts
SUPRAJIT,autoancillaries
SUPREMEENG,supremeenginee
SUPREMEIND,plastics
SUPREMEINF,constructioncontractingcivil
SPLPETRO,petrochemicals
SUPREMETEX,textilesspinningcottonblended
SUPRIYA,pharmaceuticalsdrugs
SURANACORP,trading
SURANAIND,steelrolling
SURANASOL,electricequipment
SURANAT&P,cablestelephone
SURANI,suranisteeltu
SURYAPHARM,pharmaceuticals
SURYAROSNI,steeltubespipes
SURYAJYOTI,textilesspinningcottonblended
SURYALAXMI,textilesspinningcottonblended
SURYVANSPG,textilesspinningcottonblended
SURYODAY,suryodaysmall
SUTLEJTEX,textilesgeneral
SUULD,miscellaneous
SUVEN,pharmaceuticals
SUVENPHAR,pharmaceuticalsdrugs
SUVIDHAA,financeothers
SUZLON,powergenerationdistribution
SUZLON-RE,powergenerationdistribution
SUZLONPP,powergenerationdistribution
ATVPETRO,petrochemicals
SVOGL,oildrillingandexploration
SVPGLOB,svpglobal
SWANENERGY,trading
SWARAJENG,engines
SWARAJ,textiles
SWASTIK,miscellaneous
SWELECTES,electricequipment
NETWORK,swissmilitary
SYMPHONY,consumergoodswhitegoods
SYNCOMF,pharmaceuticals
SYNCOM,pharmaceuticals
SYNDIBANK,bankspublicsector
SYNGENE,miscellaneous
SYRMA,miscellaneous
ANUP,miscellaneous
TAINWALCHM,plastics
TAJGVK,hotels
TAKE,pharmaceuticals
TALBROAUTO,autoancillaries
TALWALKARS,miscellaneous
TALWGYM,personalcare
TNPL,paper
TNTELE,cablestelephone
TNPETRO,detergents
TANEJAERO,miscellaneous
TANFACIND,chemicals
TANLA,computerssoftwaremediumsmall
TANTIACONS,constructioncontractingcivil
TAPIFRUIT,consumerfood
TARACHAND,miscellaneous
TARAJEWELS,diamondcuttingjewellerypreciousmetals
TARAPUR,powertransmissionequipment
TARC,tarc
TARMAT,constructioncontractingcivil
TARSONS,plasticproductsothers
TASTYBITE,foodprocessing
TATACHEM,chemicals
TATACOFFEE,plantationsteacoffee
TATACOMM,telecommunicationsservice
TATACONSUM,plantationsteacoffee
TATAELXSI,computerssoftware
TATAINVEST,financeinvestments
TATAMETALI,steelpigiron
TATAMOTORS,autolcvshcvs
TATAPOWER,powergenerationdistribution
TATASTEEL,tatasteel
TATASTLBSL,steelcrhrstrips
TATASTLLP,steelspongeiron
TATASTLPP,steellarge
TTML,telecommunicationsservice
TATIASKYLN,computerssoftwaremediumsmall
TATVA,specialitychemicals
TATAYODOGA,castingsforgings
TCIDEVELOP,constructioncontractingrealestate
TCIEXP,transportlogistics
TCIFINANCE,financeinvestments
TCNSBRANDS,textilesgeneral
TCPLPACK,printingstationery
TCS,computerssoftware
TDPOWERSYS,engineeringheavy
TEAMLEASE,miscellaneous
TECH,etf
TECHM,computerssoftware
TECHIN,miscellaneous
TECHNOE,technoelectric
TIIL,steelmediumsmall
TECHNOFAB,engineering
TECPRO,engineeringheavy
TEGA,engineeringindustrialequipments
TEJASNET,telecommunicationsequipment
TEMBO,temboglobal
TERASOFT,computerssoftwaremediumsmall
VULCANENG,engineering
TEXINFRA,infrastructuregeneral
TEXRAIL,infrastructuregeneral
TEXMOPIPES,plastics
TGBHOTELS,hotels
SREERAYALK,chemicals
THANGAMAYL,diamondcuttingjewellerypreciousmetals
BYKE,hotels
GROBTEA,plantationsteacoffee
HITECHGEAR,autoancillaries
THEINVEST,financegeneral
WIPL,miscellaneous
THEJO,engineering
THEMISMED,pharmaceuticals
THERMAX,infrastructuregeneral
THIRUSUGAR,sugar
TIRUMALCHM,chemicals
THOMASCOOK,miscellaneous
THOMASCOTT,textilessyntheticsilk
THYROCARE,hospitalsmedicalservices
TIDEWATER,lubricants
TIJARIA,plastics
TIL,engineering
TI,breweriesdistilleries
TIMBOR,miscellaneous
TIMETECHNO,packaging
TIMESGTY,financeleasinghirepurchase
TIMESCAN,logistics
TIMEXWATCH,miscellaneous
TIMKEN,bearings
TINPLATE,metalsnonferrous
TIPSINDLTD,mediaentertainment
TIRUPATIFL,diversified
TWL,infrastructuregeneral
TITAN,miscellaneous
TMB,tmb
TATAMTRDVR,autoancillaries
TMTINDIA,engineering
TNIDETF,etf
TODAYS,printingstationery
TOKYOPLAST,plastics
TORRENGUJ,powertransmissionequipment
TORNTPHARM,pharmaceuticals
TORNTPOWER,powergenerationdistribution
TOTAL,transportlogistics
TOUCHWOOD,mediaentertainment
TFCILTD,financetermlendinginstitutions
TPINDIA,packaging
TPLPLASTEH,plastics
TRACXN,miscellaneous
TRAIL-RE,infrastructure
TRANSFREIT,packaging
TRANSCHEM,pharmaceuticals
TRIL,powertransmissionequipment
TRANSPEK,chemicals
TCI,transportlogistics
TFL,financegeneral
TRANSWIND,infrastructuregeneral
TREEHOUSE,computerssoftwaretraining
TREJHARA,miscellaneous
TRENT,retail
TRF,engineeringheavy
TBZ,diamondcuttingjewellerypreciousmetals
TRICOM,computerssoftwaremediumsmall
TRIDENT,textilesspinningcottonblended
TRIGYN,computerssoftwaremediumsmall
INDOZINC,metalsnonferrous
TRIVENI,sugar
TRIVENSHET,glassglassproducts
TRITURBINE,electricequipment
TRU,trucapfinance
TTL,textileshosieryknitwear
TTKHLTCARE,pharmaceuticals
TTKPRESTIG,domesticappliances
TIINDIA,autoancillaries
TULIP,telecommunicationsservice
TULSI,plastics
TULSYAN,steelmediumsmall
TUTICORALK,chemicals
TVTODAY,mediaentertainment
TVVISION,mediaentertainment
TV18BRDCST,mediaentertainment
TVSELECT,computershardware
TVSMOTOR,auto23wheelers
TVSSRICHAK,tyres
TWILITAKA,pharmaceuticals
UBENGG,engineeringheavy
UBHOLDINGS,trading
UCALFUEL,autoancillaries
UCOBANK,bankspublicsector
JKUDYOG,cementmajor
UFLEX,packaging
UFO,mediaentertainment
UGARSUGAR,sugar
UGROCAP,financegeneral
UJJIVAN,financegeneral
UWCSL,ultrawiringco
ULTRMARINE,dyespigments
ULTRACEMCO,cementmajor
UMANGDAIRY,foodprocessing
UNICHEMLAB,pharmaceuticals
UNIINFO,telecommunicationsservice
UNIMIN,textilesgeneral
UNIONBANK,bankspublicsector
UNIENTER,trading
UNIPLY,miscellaneous
UNITEDBNK,bankspublicsector
UBL,breweriesdistilleries
UNIDT,uniteddrilling
UNITEDTEA,plantationsteacoffee
UNITEDPOLY,textilesreadymadeapparels
MCDOWELL-N,breweriesdistilleries
UNITY,constructioncontractingcivil
UNIVAFOODS,hotels
UNIVASTU,constructioncontractingcivil
UNIVCABLES,cablespowerothers
UNOMINDA,unominda
UPL,chemicals
UPERGANGES,sugar
USASEEDS,agriculture
URAVI,miscellaneous
URJA,powergenerationdistribution
URJA-RE,powergenerationdistribution
URJAPP,powergenerationdistribution
USHAMART,steelmediumsmall
UMESLTD,computerssoftwaremediumsmall
UCL,ushanticolour
USHDEVINT,trading
USHERAGRO,foodprocessing
GOLDSHARE,utigold
UTIAMC,financeinvestment
UTINIFTETF,utiniftyetf
UTIBANKETF,utibanketf
UTINEXT50,utinext50
UTINIFTETF,utiniftetf
APPLEIND,financeleasinghirepurchase
UTISENSETF,utisensetf
UTISXN50,miscellaneous
UTTAMSTL,steelgpgcsheets
UTTAMSUGAR,sugar
UVSL,steelcrhrstrips
VGUARD,electricequipment
VMARCIND,cables
VMART,retail
V2RETAIL,retail
WABAG,infrastructuregeneral
VADILALIND,foodprocessing
VSCL,chemicals
VAIBHAVGBL,retail
MADHAVBAUG,pharmaceuticalsdrugs
VAISHALI,pharmaceuticals
VAKRANGEE,computerssoftwaremediumsmall
VALECHAENG,constructioncontractingcivil
VALIANTORG,chemicals
VALUEIND,consumergoodswhitegoods
CLOUD,itservicesconsulting
VARDHACRLC,textilesmanmade
VHL,financeinvestments
VARDMNPOLY,textilesspinningcottonblended
VSSL,steelmediumsmall
VTL,textilesspinningcottonblended
VARROC,engineeringheavy
VBL,foodprocessing
VARUN,steelmediumsmall
VARUNSHIP,shipping
VASCONEQ,vasconengineer
VASWANI,steelspongeiron
VCL,vaxtex
VBDESAIFIN,financeleasinghirepurchase
VECOPP,chemicals
MANYAVAR,retailing
VEDL,miningminerals
VEEKAYEM,textilesapparel
NIYATILEAS,pharmaceuticals
VENKEYS,miscellaneous
VENLONPOLY,packaging
VENUSPIPES,ironsteel
VENUSREM,pharmaceuticals
VERA,textilesgeneral
VERANDA,educationalinstitutions
VERTOZ,vertozadvertis
VESUVIUS,cementproductsbuildingmaterials
VETO,electricequipment
VICEROY,hotels
VIDEOIND,consumergoodselectronic
VIDHIING,dyespigments
VIJSHAN,constructioncontractinghousing
VIJAYABANK,bankspublicsector
VIJAYA,hospitalhealthcareservices
VIJIFIN,financegeneral
VECO-RE1,chemicals
VECO-RE,chemicals
VIKASECO,chemicals
VIKASLIFE,miscellaneous
VLIFE-RE,miscellaneous
VIKASPROP,foodprocessing
VIKASWSP,chemicals
VIMALOIL,edibleoilssolventextraction
VIMTALABS,miscellaneous
VINATIORGA,chemicals
VINDHYATEL,cablestelephone
VINEETLAB,vineetlab
VINNY,vinnyoverseas
VINYLINDIA,chemicals
VIPCLOTHNG,textilesreadymadeapparels
VIPIND,vipindustries
VIPPYSOLVX,edibleoilssolventextraction
VIPULLTD,constructioncontractingrealestate
VISASTEEL,steellarge
VIVIDHA,textilesreadymadeapparels
VISAKAIND,cementproductsbuildingmaterials
VISESHINFO,computerssoftwaremediumsmall
VISHAL,textilesspinningcottonblended
VISHNU,chemicals
VISHWARAJ,sugar
VISUINTL,computerssoftwaremediumsmall
VITAL,miscellaneous
VIVIANA,engineering
VIVIMEDLAB,pharmaceuticals
